# index, name, _pos
520,SNF2,"array([ 10.79784298, -10.78817005])"
521,SNF5,"array([ 22.50999711, -34.0323329 ])"
522,SNF6,"array([-13.20437093, -53.69609258])"
523,SNQ2,"array([ 20.52662037, -15.29323383])"
524,SOD1,"array([11.06347972, -9.95463378])"
525,SOD2,"array([ -3.28593871, -23.16271622])"
526,SPC25,"array([  7.35262555, -37.00893442])"
527,SPC42,"array([ -3.61525935, -21.21599377])"
528,SPL2,"array([-24.87566369, -30.73890349])"
529,SPO11,"array([ 25.59605559, -23.90794534])"
530,SPO12,"array([ 25.28751692, -24.76599905])"
531,SPO13,"array([ 29.25204737, -24.932409  ])"
532,SPO16,"array([ -2.57659166, -12.81019423])"
533,SPR3,"array([ -1.1276167 , -10.10084988])"
534,SPS1,"array([ 16.77202718, -30.90372624])"
535,SPS100,"array([11.18945295, 13.96629164])"
536,SPS19,"array([  5.79155731, -31.62731572])"
537,SPS2,"array([ 10.00853845, -30.30856471])"
538,SPS4,"array([ -7.04094606, -10.66584683])"
539,SPT16,"array([  4.42771429, -65.12522005])"
540,SPT21,"array([ 5.0859695 , -6.19164617])"
541,SPT4,"array([ 8.44601524, -4.78412564])"
542,SPT5,"array([ 2.36618255, -4.51623286])"
543,SPT6,"array([ 5.30215641, -4.07791425])"
544,SRB7,"array([ 5.32256414, -7.74444921])"
545,SRD1,"array([ 13.81522432, -24.84417839])"
546,SRL1,"array([  1.47318628, -21.64044994])"
547,SSA1,"array([-17.62982921, -29.53969173])"
548,SSA3,"array([ 15.62019503, -20.68250145])"
549,SSA4,"array([ 10.65916549, -16.55855416])"
550,SSE1,"array([ 31.17118442, -54.70370267])"
551,SSN6,"array([ 11.90005394, -18.17433252])"
552,SST2,"array([  7.68898607, -16.90682113])"
553,SSU1,"array([  7.03265365, -27.08218022])"
554,STA1,"array([ 7.17443984, -3.47808744])"
555,STA2,"array([ 4.26225938, -3.66877214])"
556,STE12,"array([ 5.41781292, -5.12096203])"
557,STE2,"array([ 13.62398601, -36.94241508])"
558,STE3,"array([44.44437361, -8.14762431])"
559,STE4,"array([37.98804538,  5.33292247])"
560,STE5,"array([ 15.81092109, -28.23588804])"
561,STE6,"array([ -5.97447304, -55.23662501])"
562,STP1,"array([-21.3410771 ,  -7.34542344])"
563,SUC1,"array([ 12.20165483, -22.8666587 ])"
564,SUC2,"array([ 11.86352778, -19.12356499])"
565,SUC4,"array([  9.8959923 , -19.81109298])"
566,SUM1,"array([ 58.55760637, -19.61234217])"
567,SUR4,"array([ 13.87427079, -17.75114239])"
568,SUT1,"array([-17.93615567,   8.88442866])"
569,SWI1,"array([  9.72538322, -13.71432697])"
570,SWI3,"array([ 15.04602214, -23.9144568 ])"
571,SWI4,"array([-25.52163046, -45.48756732])"
572,SWI4_SWI6,"array([  7.96274289, -27.0203133 ])"
573,SWI5,"array([ 55.6526041 , -34.49289637])"
574,SWI6,"array([  4.79349013, -12.53288672])"
575,TAF90,"array([ 14.41034653, -27.06855361])"
576,TAL1,"array([ 14.89989336, -26.09077647])"
577,TDH1,"array([ -0.09359095, -28.62259866])"
578,TEC1,"array([  1.01761891, -14.73454748])"
579,TEF1,"array([  3.9558683 , -26.51981884])"
580,TEF2,"array([  4.22332407, -27.52221672])"
581,TES1,"array([  4.60191538, -34.57455329])"
582,THI2,"array([-25.37740778, -40.9589661 ])"
583,THI20,"array([ -0.85512187, -24.83195498])"
584,THI21,"array([-26.69378547, -40.29115161])"
585,THI22,"array([ 11.92510569, -26.8287586 ])"
586,THI6,"array([ 15.32151227, -27.02590614])"
587,THI80,"array([ -1.94705054, -27.13604696])"
588,THR1,"array([ -1.24729101, -28.4755152 ])"
589,TIS11,"array([ 16.20875236, -26.95878168])"
590,TKL2,"array([ -2.32133724, -22.9929534 ])"
591,TOP1,"array([23.45455757, 20.7930074 ])"
592,TOP2,"array([ 3.6081278 , 13.15348639])"
593,TOS11,"array([ 34.33745256, -60.68640514])"
594,TPI1,"array([ 56.74370574, -30.82119398])"
595,TPS1,"array([-10.77468189,   6.54482136])"
596,TPS2,"array([20.8469616 , 18.08141409])"
597,TRP1,"array([ -9.8305374 , -54.30357075])"
598,TRP2,"array([ -4.44188888, -16.81552753])"
599,TRP3,"array([ 35.30097326, -53.58029038])"
600,TRP4,"array([43.71497591, -0.16968075])"
601,TRP5,"array([  9.38018831, -11.66260488])"
602,TRR1,"array([ 38.83671444, -53.89528689])"
603,TRX2,"array([  4.0247715 , -59.89878904])"
604,TSA1,"array([  3.31195253, -40.21316282])"
605,TSL1,"array([  2.97908162, -37.48285861])"
606,TTR1,"array([  2.27217246, -35.40674186])"
607,TUB2,"array([11.3892719 , -8.24966743])"
608,TUB4,"array([ 23.54478082, -21.2058147 ])"
609,TUP1,"array([ 14.53307752, -35.52157363])"
610,UBA1,"array([18.85142322, -9.70613734])"
611,UBC11,"array([ 16.69485845, -10.13540512])"
612,UBI4,"array([  6.38806554, -36.68176663])"
613,UGA1,"array([  7.87773237, -34.58249585])"
614,UGA2,"array([  6.00589915, -33.61638162])"
615,UGA3,"array([  9.51075278, -34.29896192])"
616,UGA4,"array([ 16.64362992, -16.50423127])"
617,UME6,"array([ 57.68291792, -26.98990289])"
618,UNG1,"array([ 19.25201237, -32.05765231])"
619,URA1,"array([ 23.713784  , -20.26389516])"
620,URA10,"array([47.98870886, -8.78736982])"
621,URA3,"array([-22.7975146 , -49.39922775])"
622,URA4,"array([  1.34847953, -53.0516138 ])"
623,WSC2,"array([ 10.07319409, -10.43701453])"
624,XBP1,"array([ 13.64785049, -19.84554716])"
625,YAP1,"array([ 24.96102762, -31.22904527])"
626,YAP6,"array([ 18.19569635, -12.58284363])"
627,YBR025C,"array([22.02124711, 24.37803414])"
628,YBR026C,"array([ 16.71881819, -18.18673862])"
629,YBR070C,"array([ -2.312569 , -51.7782275])"
630,YBR101C,"array([39.34384207, 12.50256741])"
631,YBR159W,"array([ -0.64996065, -31.43670909])"
632,YCF1,"array([  9.58977256, -14.8844313 ])"
633,YDL222C,"array([  0.23489637, -19.87781915])"
634,YDR453C,"array([ 13.79700672, -26.03761517])"
635,YDR516C,"array([ 10.06325157, -15.73894299])"
636,YEL033W,"array([ 17.79793206, -10.71074608])"
637,YEL070W,"array([ 7.38749985, 13.89046482])"
638,YFL054C,"array([ -1.37317673, -34.44236887])"
639,YFR055W,"array([-16.84315679, -55.18716734])"
640,YGR086C,"array([15.04593171, 21.67732776])"
641,YGR149W,"array([ 17.14513884, -21.32539106])"
642,YHL021C,"array([ 50.16440601, -27.96523976])"
643,YHR156C,"array([ 19.64871181, -20.43353272])"
644,YIL037C,"array([ 14.42596818, -20.57940779])"
645,YIL083C,"array([21.80067876, -5.84500071])"
646,YIL169C,"array([  0.95884076, -23.19886746])"
647,YJL017W,"array([  4.04297192, -25.58517877])"
648,YJL142C,"array([ 1.24465594, 23.67170844])"
649,YJL217W,"array([45.29388334,  6.72489976])"
650,YJL218W,"array([15.45524977, -6.98864303])"
651,YKL151C,"array([ 7.57832171, -5.78456279])"
652,YKR075C,"array([ 25.52410922, -21.4285296 ])"
653,YLR004C,"array([ 13.65267944, -18.90516397])"
654,YLR042C,"array([11.88017861, -9.83167532])"
655,YLR414C,"array([  9.28166787, -19.13070882])"
656,YMR318C,"array([  8.64034742, -14.90591789])"
657,YNL051W,"array([  3.54131639, -29.22276447])"
658,YNL077W,"array([  9.92415044, -21.73704873])"
659,YNL134C,"array([  4.48171236, -21.923628  ])"
660,YNL159C,"array([-31.11585493,  -6.57252548])"
661,YNL274C,"array([ -2.39074923, -14.00009529])"
662,YOL002C,"array([ 14.12016253, -21.44262887])"
663,YOL154W,"array([  8.71659918, -20.35011921])"
664,YOL155C,"array([29.19238787, 12.53617493])"
665,YOR1,"array([ 16.6422099 , -12.93748794])"
666,YOR129C,"array([-14.78814139,  11.38993659])"
667,YOR225W,"array([ 19.48376732, -14.42365011])"
668,YOR343C,"array([ 27.46793468, -55.84157959])"
669,YPL095C,"array([-11.1205971 ,  10.14484129])"
670,YPL114W,"array([ 21.90642958, -10.82045862])"
671,YPS1,"array([ 21.09521003, -10.16189076])"
672,YRR1,"array([ 16.73446776, -14.49369443])"
673,ZAP1,"array([ 49.57918796, -14.70925427])"
674,ZIP1,"array([ 45.04098185, -31.72396647])"
675,ZRC1,"array([ 44.19519375, -48.01234308])"
676,ZRG17,"array([-29.79510773, -23.42203795])"
677,ZRT1,"array([ 17.7146393 , -20.45378873])"
678,ZRT3,"array([10.32761786, -9.6455588 ])"
679,ZWF1,"array([ 9.87292695, -8.9258517 ])"
680,ARG80_ARG81,"array([  0.46591872, -17.59750421])"
681,BAS1_PHO2,"array([  2.87760889, -18.18431313])"
682,DAL81_DAL82,"array([  7.96028797, -15.97336577])"
683,GCR1_GCR2,"array([  2.38090091, -12.98807895])"
684,HAP2_3_4_5,"array([ 24.27750427, -53.23939481])"
685,HAP2_HAP4,"array([-21.78295433, -38.24926447])"
686,HDA1_TUP1,"array([ 15.71488268, -29.10674836])"
687,IME1_UME6,"array([ 12.58927074, -15.92867994])"
688,SNF2_SWI1,"array([ -7.38635844, -51.28871826])"
689,SSN6_TUP1,"array([ 20.46527379, -17.90167508])"
690,,"array([ 18.1819974 , -18.47376207])"
691,,"array([ 42.01968044, -39.38954333])"
692,,"array([ 17.87110097, -65.79124583])"
693,,"array([ 52.73589316, -41.63654467])"
694,,"array([ 13.1603361 , -11.03413031])"
695,,"array([ 15.03750417, -17.04567133])"
696,,"array([ 18.83499022, -21.57079268])"
697,,"array([ 14.5712504 , -23.09396856])"
698,,"array([ 11.43076497, -23.18078482])"
699,,"array([ 16.9175533 , -15.45728698])"
700,,"array([-30.23314033, -34.78939749])"
701,,"array([-31.61308757, -29.80630124])"
702,,"array([ 48.78331745, -41.42023119])"
703,,"array([-11.74726046, -50.08400768])"
704,,"array([ 51.6026527 , -34.57366793])"
705,,"array([  9.43455595, -29.07885908])"
706,,"array([ 13.20219834, -24.52021893])"
707,,"array([  7.73607537, -29.31751983])"
708,,"array([  0.67746831, -32.40679339])"
709,,"array([  0.20153358, -29.80584819])"
710,,"array([  7.46193686, -10.42195013])"
711,,"array([ 19.28909822, -16.51844894])"
712,,"array([ 18.83496955, -19.84881151])"
713,,"array([12.08950321, -6.18504037])"
714,,"array([ 12.60009024, -13.08167156])"
715,,"array([ 15.90855724, -15.38934956])"
716,,"array([ 19.55789972, -10.49527197])"
717,,"array([ 20.1538881 , -57.65939231])"
718,,"array([-2.96568295, 22.73459889])"
719,,"array([ 38.50467065, -57.88270482])"
720,,"array([ 49.58803203, -24.59148048])"
721,,"array([-4.7035869 , 19.37286044])"
722,,"array([ 16.60334281, -58.50044261])"
723,,"array([ 13.36846529, -65.7925939 ])"
724,,"array([ 46.2239643, -28.1049109])"
725,,"array([40.8553352 ,  2.51598269])"
726,,"array([-32.79385914, -25.7423458 ])"
727,,"array([ 13.18950134, -14.37772135])"
728,,"array([ -0.7429497 , -22.57574425])"
729,,"array([35.71295534, 11.58538277])"
730,,"array([ 20.81813276, -20.34348575])"
731,,"array([ 40.31131773, -47.16487709])"
732,,"array([ 11.30578895, -11.62543116])"
733,,"array([ -1.96062321, -29.31167576])"
734,,"array([ -0.75897649, -27.36309603])"
735,,"array([-1.03322453, -8.98950848])"
736,,"array([39.72448491, 16.42048972])"
737,,"array([-20.80953697,  -2.57063742])"
738,,"array([-21.5527348 , -45.72226119])"
739,,"array([55.27673637, -5.60903876])"
740,,"array([35.02405251,  7.99513699])"
741,,"array([26.57365882, 23.27006562])"
742,,"array([-22.11405808, -11.63819112])"
743,,"array([ 34.56868002, -57.00002675])"
744,,"array([-6.75295533,  9.02313817])"
745,,"array([54.40599592, -1.1930894 ])"
746,,"array([41.53684777,  6.13202817])"
747,,"array([-25.74374002, -12.78321823])"
748,,"array([-14.86541913, -47.29694297])"
749,,"array([32.5226105, 14.1591129])"
750,,"array([ 34.67937939, -12.58598802])"
751,,"array([ 35.62111822, -14.11841397])"
752,,"array([ 37.45292377, -12.34586606])"
753,,"array([ 36.10510658, -12.0742115 ])"
754,,"array([ 36.92523829, -13.65390381])"
755,,"array([ -8.92670446, -47.47257355])"
756,,"array([ 34.36900057, -10.82017372])"
757,,"array([ 23.31862948, -33.51297526])"
758,,"array([-18.43090432, -27.56323426])"
759,,"array([  7.50736828, -15.57954683])"
760,,"array([18.06257043, 15.48361664])"
761,,"array([-8.13696579, 12.48837459])"
762,,"array([  7.85535883, -17.77965305])"
763,,"array([ 3.33259544, -6.41859811])"
764,,"array([11.68784361, -9.02902531])"
765,,"array([44.41319655,  3.31774244])"
766,,"array([ 12.2680074 , -21.61860064])"
767,,"array([  6.16773876, -23.36921061])"
768,,"array([ -2.40644617, -23.98871324])"
769,,"array([  4.74173948, -54.66100924])"
770,,"array([ 15.44933771, -34.78290138])"
771,,"array([ 24.51612917, -30.36128503])"
772,,"array([ 22.7927751 , -31.50654578])"
773,,"array([ 21.9479923 , -26.44053426])"
774,,"array([ 21.9567966 , -32.06718947])"
775,,"array([  2.47593237, -14.84868968])"
776,,"array([ -0.68847504, -18.93238741])"
777,,"array([ -1.74581511, -22.07730161])"
778,,"array([ 10.19313805, -11.38174995])"
779,,"array([-12.13353728,  17.90875265])"
780,,"array([ 23.58351618, -60.72115034])"
781,,"array([  2.65417759, -19.9026508 ])"
782,,"array([  5.75822288, -27.78262493])"
783,,"array([ 6.86337662, -2.34194498])"
784,,"array([ 13.32198744, -21.45217723])"
785,,"array([ 5.06708335e+01, -1.58468943e-02])"
786,,"array([ -4.45305864, -21.8839023 ])"
787,,"array([ -9.0944103 , -58.29487803])"
788,,"array([  2.6409991 , -17.07761586])"
789,,"array([ 28.50912293, -23.76676945])"
790,,"array([ 31.80146619, -25.45155757])"
791,,"array([ 31.68307942, -24.1533608 ])"
792,,"array([ 31.14146592, -26.39589345])"
793,,"array([ 11.27119487, -17.64448697])"
794,,"array([ 4.15879035, -5.6632397 ])"
795,,"array([ 7.72443469, 21.07810651])"
796,,"array([-3.30413687, 12.67436014])"
797,,"array([-1.07348741, 13.30120332])"
798,,"array([-1.71156143, 15.51468023])"
799,,"array([-3.92187436, 14.91845714])"
800,,"array([11.52735265, 21.01835613])"
801,,"array([ 11.68306596, -10.73545212])"
802,,"array([ 56.25344511, -16.76337666])"
803,,"array([ 14.70788385, -13.00881666])"
804,,"array([  0.12207452, -21.66152774])"
805,,"array([40.11240966, -1.33425636])"
806,,"array([  8.96720007, -66.09020516])"
807,,"array([ 11.15014515, -31.76101696])"
808,,"array([ 26.18621427, -63.78371192])"
809,,"array([-8.23892584, 16.4104019 ])"
810,,"array([ -2.53001158, -17.36803877])"
811,,"array([  5.0668864 , -35.65115713])"
812,,"array([-11.71219293,  13.99294781])"
813,,"array([13.20034112, -8.76535655])"
814,,"array([  6.68529466, -24.77774225])"
815,,"array([ -0.32452999, -10.92149244])"
816,,"array([14.95709873, 13.52789783])"
817,,"array([ -3.86396581, -19.92870809])"
818,,"array([46.4400798 , 10.40646211])"
819,,"array([ 9.44595268, -9.77655298])"
820,,"array([ -1.85036451, -18.87424849])"
821,,"array([  7.30090518, -26.21750414])"
822,,"array([ 12.49627593, -10.38530062])"
823,,"array([  8.28567966, -26.16210722])"
824,,"array([-14.68479889, -42.55279026])"
825,,"array([  8.41840473, -54.08082266])"
826,,"array([ 37.62198191, -50.21680822])"
827,,"array([  8.50932768, -24.35194188])"
828,,"array([-10.23991275, -27.61978698])"
829,,"array([-0.09794796, 19.74420206])"
830,,"array([51.35017754, -7.43848713])"
831,,"array([  3.28624125, -22.0520628 ])"
832,,"array([13.87275772, -9.40727423])"
833,,"array([-24.6433323 ,   5.55768405])"
834,,"array([ 11.27312139, -13.00894213])"
835,,"array([-17.82638548, -44.53270044])"
836,,"array([ 10.0676868, -12.4170617])"
837,,"array([  0.82469114, -56.88646421])"
838,,"array([11.74960013, -7.29863359])"
839,,"array([12.94196911, -5.96367567])"
840,,"array([ 48.23866549, -48.71428543])"
841,,"array([-33.07189551, -15.71020139])"
842,,"array([-32.19173458, -11.12721231])"
843,,"array([17.14504852, -8.11420722])"
844,,"array([10.91463102, -9.1096977 ])"
845,,"array([-25.86117922, -24.08814476])"
846,,"array([  9.28396019, -10.73188098])"
847,,"array([-15.24052533,   3.85177123])"
848,,"array([ -8.08560303, -28.82503237])"
849,,"array([ -3.23368784, -11.05305381])"
850,,"array([-23.85857871,  -4.66442242])"
851,,"array([  1.67913776, -17.80461836])"
852,,"array([-29.24202919,  -1.94579069])"
853,,"array([ 52.52395278, -17.41294489])"
854,,"array([ 53.52528845, -13.85981758])"
855,,"array([  8.25163367, -25.20857205])"
856,,"array([-19.007895  ,  12.59306674])"
857,,"array([ 35.68357482, -10.30178437])"
858,,"array([ 10.20784444, -18.08814699])"
859,,"array([ 2.69009869, 16.95638326])"
860,,"array([-27.3433513, -20.492236 ])"
861,,"array([ 12.32512689, -11.44351526])"
862,,"array([24.87838604, 17.40914911])"
863,,"array([-17.98304027, -40.20208813])"
864,,"array([ -2.41629483, -21.3994864 ])"
865,,"array([ 12.62249987, -54.59692655])"
866,,"array([-33.09197604, -20.96881993])"
867,,"array([ 46.15470853, -12.20403961])"
868,,"array([-22.73459731, -15.81579255])"
869,,"array([10.52683637, -8.38286062])"
870,,"array([  2.29481308, -21.82940291])"
871,,"array([13.28591401, 25.12032187])"
872,,"array([ -0.86654592, -20.58452464])"
873,,"array([13.05021363, -9.71733543])"
874,,"array([ -4.28715333, -22.89604119])"
875,,"array([37.28042755,  1.53326276])"
876,,"array([ 27.10146137, -59.59551902])"
877,,"array([-5.18838296, -8.98290076])"
878,,"array([-10.72941397,  -7.42351866])"
879,,"array([15.91863966, -7.80486876])"
880,,"array([22.85357002, -5.2883797 ])"
881,,"array([16.09964057, -9.43347948])"
882,,"array([ 16.71823286, -62.24691964])"
883,,"array([ 8.28417318, -8.82970928])"
884,,"array([13.1530359 , -7.68876452])"
885,,"array([ 46.40499546, -38.10850117])"
886,,"array([ 0.0145948 , -9.49438801])"
887,,"array([12.28929994, -8.3579645 ])"
888,,"array([19.29476109, 21.44054155])"
889,,"array([-24.98001785,  -8.76969622])"
890,,"array([51.66536983, -3.94092787])"
891,,"array([ 39.70371125, -43.0867477 ])"
892,,"array([ 50.77489223, -45.21091397])"
893,,"array([-11.95462774, -45.28640541])"
894,,"array([-14.45693217,   7.47080726])"
895,,"array([12.45402285, -9.21078022])"
896,,"array([21.75180099, -4.87012507])"
897,,"array([-9.92818999, -5.90872579])"
898,,"array([  9.16951772, -57.54625157])"
899,,"array([ 10.71117759, -14.8293091 ])"
900,,"array([-15.63919183,  15.33298955])"
901,,"array([-12.2714408,  -4.3812694])"
902,,"array([-10.70643923,  -4.52037903])"
903,,"array([-9.74494984, -3.35738363])"
904,,"array([-11.50682137,  -5.78725219])"
905,,"array([ -1.13439835, -19.67378696])"
906,,"array([ 18.63352151, -23.70152303])"
907,,"array([ 19.67633553, -35.17742454])"
908,,"array([ 24.36602251, -22.44546857])"
909,,"array([  9.5964942 , -21.02620488])"
910,,"array([  7.8748344 , -32.79383295])"
911,,"array([ 11.05516662, -30.20396251])"
912,,"array([ 12.01155152, -25.81951718])"
913,,"array([ 12.62570085, -19.82317035])"
914,,"array([ 19.61855759, -21.46846083])"
915,,"array([ 13.03881654, -28.40614605])"
