# # np.logspace(-2, 2., num = num_time_points)
0,6.24437e-05,6.24437e-05,6.24654e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24625e-05,6.24636e-05,6.24618e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24438e-05,6.24436e-05,6.24435e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24439e-05,6.24441e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24436e-05,6.24435e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24436e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24437e-05,6.24437e-05,6.24436e-05,6.24436e-05
0,0,6.24588e-05,6.24438e-05,6.24656e-05,6.24439e-05,6.24439e-05,6.24602e-05,6.24436e-05,6.24438e-05,6.24436e-05,6.24436e-05,6.24587e-05,6.24697e-05,6.24437e-05,6.24436e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24437e-05,6.24436e-05,6.24437e-05,6.24437e-05,6.24438e-05,6.24437e-05,6.24439e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24437e-05,6.24437e-05
0,0,0,6.24588e-05,6.24438e-05,6.24573e-05,6.24438e-05,6.24559e-05,6.24436e-05,6.24552e-05,6.24559e-05,6.24436e-05,6.24436e-05,6.24654e-05,6.24571e-05,6.2457e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24436e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24437e-05,6.24436e-05
0,0,0,0,6.24438e-05,6.24439e-05,6.24656e-05,6.24436e-05,6.24436e-05,6.24595e-05,6.24436e-05,6.24436e-05,6.24587e-05,6.24439e-05,6.24437e-05,6.24436e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24437e-05,6.24439e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24437e-05,6.24437e-05
0,0,0,0,0,6.2444e-05,6.24439e-05,6.24437e-05,6.24437e-05,6.24438e-05,6.24437e-05,6.24437e-05,6.24611e-05,6.2444e-05,6.24438e-05,6.24638e-05,6.24442e-05,6.24441e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24442e-05,6.24622e-05,6.24441e-05,6.24442e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.24439e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24439e-05,6.24438e-05,6.24438e-05,6.24437e-05
0,0,0,0,0,0,6.24641e-05,6.24438e-05,6.24438e-05,6.2458e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24682e-05,6.24599e-05,6.24438e-05,6.24443e-05,6.24442e-05,6.24443e-05,6.24442e-05,6.24442e-05,6.24442e-05,6.24441e-05,6.24443e-05,6.24603e-05,6.24442e-05,6.24441e-05,6.24442e-05,6.24443e-05,6.24442e-05,6.24442e-05,6.24443e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24438e-05
0,0,0,0,0,0,0,6.24437e-05,6.24437e-05,6.24619e-05,6.24437e-05,6.24678e-05,6.24437e-05,6.2444e-05,6.24438e-05,6.24437e-05,6.24442e-05,6.24441e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24442e-05,6.24441e-05,6.24442e-05,6.24442e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.24439e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24437e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.24437e-05
0,0,0,0,0,0,0,0,6.24584e-05,6.24437e-05,6.24573e-05,6.24435e-05,6.24435e-05,6.24438e-05,6.24585e-05,6.24584e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24437e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,6.24577e-05,6.24584e-05,6.24435e-05,6.24569e-05,6.24438e-05,6.24596e-05,6.24435e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,0,6.24566e-05,6.24436e-05,6.24437e-05,6.24439e-05,6.24578e-05,6.24436e-05,6.24441e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24441e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24437e-05,6.24439e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24438e-05,6.24438e-05,6.24437e-05,6.24437e-05
0,0,0,0,0,0,0,0,0,0,0,6.24624e-05,6.24558e-05,6.24438e-05,6.24435e-05,6.24584e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.24609e-05,6.24438e-05,6.24435e-05,6.24636e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24434e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,6.24438e-05,6.2457e-05,6.24569e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.2465e-05,6.24436e-05,6.24437e-05,6.24436e-05,6.24437e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24437e-05,6.24437e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24439e-05,6.24438e-05,6.24443e-05,6.24442e-05,6.24443e-05,6.24442e-05,6.24442e-05,6.24442e-05,6.24441e-05,6.24443e-05,6.24442e-05,6.24442e-05,6.24441e-05,6.24442e-05,6.24443e-05,6.24442e-05,6.24442e-05,6.24443e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24438e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24436e-05,6.24441e-05,6.24439e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24439e-05,6.24441e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24436e-05,6.24436e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24436e-05,6.24438e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05,6.24436e-05,6.24438e-05,6.24437e-05,6.24437e-05,6.24436e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2444e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24438e-05,6.24439e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24436e-05,6.24436e-05,6.24437e-05,6.24436e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24435e-05,6.24437e-05,6.24436e-05,6.24436e-05,6.24435e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24621e-05,6.24445e-05,6.24444e-05,6.24444e-05,6.24444e-05,6.24443e-05,6.24638e-05,6.24621e-05,6.24444e-05,6.24443e-05,6.24444e-05,6.24638e-05,6.24601e-05,6.24444e-05,6.24445e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.24441e-05,6.24442e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.2444e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2462e-05,6.24443e-05,6.24443e-05,6.24443e-05,6.24603e-05,6.24444e-05,6.24604e-05,6.24443e-05,6.24442e-05,6.2462e-05,6.24444e-05,6.24584e-05,6.24443e-05,6.24444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24439e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24439e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24444e-05,6.24444e-05,6.24444e-05,6.24443e-05,6.24638e-05,6.24621e-05,6.24443e-05,6.24443e-05,6.24444e-05,6.24638e-05,6.24601e-05,6.24444e-05,6.24445e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.2444e-05,6.24441e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.2444e-05,6.2444e-05,6.24439e-05,6.2444e-05,6.24442e-05,6.24441e-05,6.24441e-05,6.2444e-05
