0.01 0.691681
0.010975 0.691614
0.012045 0.69154
0.0132194 0.691458
0.0145083 0.691369
0.0159228 0.691271
0.0174753 0.691163
0.0191791 0.691045
0.021049 0.690915
0.0231013 0.690773
0.0253536 0.690617
0.0278256 0.690446
0.0305386 0.690258
0.033516 0.690052
0.0367838 0.689826
0.0403702 0.689578
0.0443062 0.689306
0.048626 0.689007
0.053367 0.68868
0.0585702 0.688321
0.0642807 0.687927
0.070548 0.687494
0.0774264 0.68702
0.0849753 0.686501
0.0932603 0.68593
0.102353 0.685305
0.112332 0.68462
0.123285 0.683868
0.135305 0.683045
0.148497 0.682142
0.162975 0.681152
0.178865 0.680068
0.196304 0.67888
0.215443 0.677578
0.236449 0.676152
0.259502 0.674591
0.284804 0.672882
0.312572 0.671011
0.343047 0.668964
0.376494 0.666725
0.413201 0.664275
0.453488 0.661598
0.497702 0.658672
0.546228 0.655475
0.599484 0.651985
0.657933 0.648176
0.722081 0.644022
0.792483 0.639493
0.869749 0.63456
0.954548 0.629189
1.04762 0.623348
1.14976 0.617
1.26186 0.610108
1.38489 0.602633
1.51991 0.594535
1.6681 0.585773
1.83074 0.576307
2.00923 0.566095
2.20513 0.555097
2.42013 0.543273
2.65609 0.530588
2.91505 0.51701
3.19927 0.502509
3.51119 0.487065
3.85353 0.470664
4.22924 0.453303
4.64159 0.43499
5.09414 0.415747
5.59081 0.395612
6.13591 0.374641
6.73415 0.35291
7.39072 0.330517
8.11131 0.307583
8.90215 0.28425
9.7701 0.260687
10.7227 0.237081
11.7681 0.213641
12.9155 0.19059
14.1747 0.168159
15.5568 0.146586
17.0735 0.126099
18.7382 0.106913
20.5651 0.0892174
22.5702 0.0731672
24.7708 0.0588732
27.1859 0.0463952
29.8365 0.0357384
32.7455 0.0268522
35.9381 0.0196336
39.4421 0.0139348
43.2876 0.00957401
47.5081 0.00634872
52.1401 0.0040502
57.2237 0.00247712
62.8029 0.00144694
68.9261 0.000803906
75.6463 0.000422946
83.0218 0.000209701
91.1163 9.74743e-05
100 4.22378e-05
