0.01 0.696477
0.010975 0.695904
0.012045 0.695276
0.0132194 0.694588
0.0145083 0.693834
0.0159228 0.693008
0.0174753 0.692103
0.0191791 0.691113
0.021049 0.690027
0.0231013 0.688839
0.0253536 0.687539
0.0278256 0.686117
0.0305386 0.68456
0.033516 0.682859
0.0367838 0.680998
0.0403702 0.678965
0.0443062 0.676745
0.048626 0.674321
0.053367 0.671675
0.0585702 0.66879
0.0642807 0.665646
0.070548 0.662221
0.0774264 0.658493
0.0849753 0.654439
0.0932603 0.650033
0.102353 0.645251
0.112332 0.640065
0.123285 0.634448
0.135305 0.628371
0.148497 0.621805
0.162975 0.614723
0.178865 0.607095
0.196304 0.598895
0.215443 0.590096
0.236449 0.580675
0.259502 0.570611
0.284804 0.559887
0.312572 0.54849
0.343047 0.536414
0.376494 0.523659
0.413201 0.510233
0.453488 0.496154
0.497702 0.481449
0.546228 0.466156
0.599484 0.450326
0.657933 0.434021
0.722081 0.417318
0.792483 0.400305
0.869749 0.383083
0.954548 0.365764
1.04762 0.348471
1.14976 0.331336
1.26186 0.314495
1.38489 0.29809
1.51991 0.282262
1.6681 0.26715
1.83074 0.252888
2.00923 0.239599
2.20513 0.227395
2.42013 0.216374
2.65609 0.206619
2.91505 0.198193
3.19927 0.19114
3.51119 0.185474
3.85353 0.181168
4.22924 0.178136
4.64159 0.17623
5.09414 0.175257
5.59081 0.175006
6.13591 0.17529
6.73415 0.175965
7.39072 0.176936
8.11131 0.178153
8.90215 0.179596
9.7701 0.181272
10.7227 0.183201
11.7681 0.18542
12.9155 0.187975
14.1747 0.190928
15.5568 0.194349
17.0735 0.198328
18.7382 0.202972
20.5651 0.208414
22.5702 0.214816
24.7708 0.222377
27.1859 0.231348
29.8365 0.24204
32.7455 0.254847
35.9381 0.270272
39.4421 0.288962
43.2876 0.311757
47.5081 0.339767
52.1401 0.374477
57.2237 0.4179
62.8029 0.472818
68.9261 0.543139
75.6463 0.634469
83.0218 0.755015
91.1163 0.917077
100 1.13956
