# index, node_type, node_subtype, name, _pos
500,SEX-SPECIFIC CELLS,SENSORY NEURONS,SPDR,"array([ 9.35193165, -3.79781749])"
501,SEX-SPECIFIC CELLS,SENSORY NEURONS,SPVL,"array([ 8.93440677, -4.42250099])"
502,SEX-SPECIFIC CELLS,SENSORY NEURONS,SPVR,"array([ 9.11173369, -4.31819088])"
503,SEX-SPECIFIC CELLS,INTERNEURONS,PVV,"array([ 9.56305953, -4.32069814])"
504,SEX-SPECIFIC CELLS,INTERNEURONS,PVX,"array([ 8.60412567, -4.48277337])"
505,SEX-SPECIFIC CELLS,INTERNEURONS,PVY,"array([ 8.73039277, -4.18963029])"
506,SEX-SPECIFIC CELLS,INTERNEURONS,PVZ,"array([ 8.76377836, -4.04378567])"
507,SEX-SPECIFIC CELLS,INTERNEURONS,DVE,"array([ 9.02062513, -5.1094021 ])"
508,SEX-SPECIFIC CELLS,INTERNEURONS,DVF,"array([ 9.04934463, -4.46273113])"
509,SEX-SPECIFIC CELLS,INTERNEURONS,DX1,"array([10.75019369, -2.59010826])"
510,SEX-SPECIFIC CELLS,INTERNEURONS,DX2,"array([11.38938322, -2.35530853])"
511,SEX-SPECIFIC CELLS,INTERNEURONS,DX3,"array([ 9.8997251 , -3.44535172])"
512,SEX-SPECIFIC CELLS,INTERNEURONS,EF1,"array([ 9.14376525, -4.54629846])"
513,SEX-SPECIFIC CELLS,INTERNEURONS,EF2,"array([ 8.94400494, -4.57919691])"
514,SEX-SPECIFIC CELLS,INTERNEURONS,EF3,"array([ 8.91195826, -4.86091641])"
515,SEX-SPECIFIC CELLS,INTERNEURONS,PDC,"array([ 9.25336816, -5.16191473])"
516,SEX-SPECIFIC CELLS,INTERNEURONS,PGA,"array([10.34692134, -4.76553239])"
517,SEX-SPECIFIC CELLS,INTERNEURONS,CA01,"array([15.71452636, -7.80548689])"
518,SEX-SPECIFIC CELLS,INTERNEURONS,CA02,"array([ 9.35571608, -5.56388774])"
519,SEX-SPECIFIC CELLS,INTERNEURONS,CA03,"array([ 8.49025708, -5.05704751])"
520,SEX-SPECIFIC CELLS,INTERNEURONS,CA04,"array([ 9.58261784, -5.23727685])"
521,SEX-SPECIFIC CELLS,INTERNEURONS,CA05,"array([ 8.81619511, -4.3185385 ])"
522,SEX-SPECIFIC CELLS,INTERNEURONS,CA06,"array([ 8.97815178, -4.33118344])"
523,SEX-SPECIFIC CELLS,INTERNEURONS,CA07,"array([ 9.24456871, -4.38142467])"
524,SEX-SPECIFIC CELLS,INTERNEURONS,CA08,"array([ 8.42731129, -4.63221383])"
525,SEX-SPECIFIC CELLS,INTERNEURONS,CA09,"array([ 8.93498666, -4.70398218])"
526,SEX-SPECIFIC CELLS,INTERNEURONS,CP01,"array([ 9.32048716, -4.47317096])"
527,SEX-SPECIFIC CELLS,INTERNEURONS,CP02,"array([ 9.79914368, -3.98559301])"
528,SEX-SPECIFIC CELLS,INTERNEURONS,CP03,"array([ 9.4261252 , -4.15023507])"
529,SEX-SPECIFIC CELLS,INTERNEURONS,CP04,"array([ 9.03365594, -4.20312547])"
530,SEX-SPECIFIC CELLS,INTERNEURONS,CP05,"array([ 8.65417076, -4.31817075])"
531,SEX-SPECIFIC CELLS,INTERNEURONS,CP06,"array([ 9.22710712, -4.65382964])"
532,SEX-SPECIFIC CELLS,INTERNEURONS,CP07,"array([ 9.41192661, -4.71150154])"
533,SEX-SPECIFIC CELLS,INTERNEURONS,CP08,"array([ 9.8855579 , -4.63077855])"
534,SEX-SPECIFIC CELLS,INTERNEURONS,CP09,"array([ 9.56824373, -4.6838261 ])"
535,SEX-SPECIFIC CELLS,MUSCLES,dglL1,"array([11.07532773, -2.7517767 ])"
536,SEX-SPECIFIC CELLS,MUSCLES,dglL2,"array([11.15938206, -3.0129385 ])"
537,SEX-SPECIFIC CELLS,MUSCLES,dglL3,"array([11.49368579, -3.35104575])"
538,SEX-SPECIFIC CELLS,MUSCLES,dglL4,"array([11.90804044, -3.49654644])"
539,SEX-SPECIFIC CELLS,MUSCLES,dglL5,"array([12.47478695, -3.74614755])"
540,SEX-SPECIFIC CELLS,MUSCLES,dglL6,"array([12.26571957, -4.11413861])"
541,SEX-SPECIFIC CELLS,MUSCLES,dglL7,"array([12.06186856, -5.05376435])"
542,SEX-SPECIFIC CELLS,MUSCLES,dglR1,"array([11.38753734, -2.94491963])"
543,SEX-SPECIFIC CELLS,MUSCLES,dglR2,"array([11.02938178, -3.3574877 ])"
544,SEX-SPECIFIC CELLS,MUSCLES,dglR3,"array([11.2864934 , -3.92282032])"
545,SEX-SPECIFIC CELLS,MUSCLES,dglR4,"array([11.74298923, -4.37229946])"
546,SEX-SPECIFIC CELLS,MUSCLES,dglR5,"array([12.54728886, -4.62287335])"
547,SEX-SPECIFIC CELLS,MUSCLES,dglR6,"array([11.90370599, -4.54710044])"
548,SEX-SPECIFIC CELLS,MUSCLES,dglR7,"array([12.27375092, -4.7694352 ])"
549,SEX-SPECIFIC CELLS,MUSCLES,dglR8,"array([11.78120374, -5.30087001])"
550,SEX-SPECIFIC CELLS,MUSCLES,aobL,"array([12.03544306, -5.62287782])"
551,SEX-SPECIFIC CELLS,MUSCLES,aobR,"array([10.94093258, -5.26409213])"
552,SEX-SPECIFIC CELLS,MUSCLES,pobL,"array([11.62841345, -6.13082703])"
553,SEX-SPECIFIC CELLS,MUSCLES,pobR,"array([12.28147283, -6.26507611])"
554,SEX-SPECIFIC CELLS,MUSCLES,gecL,"array([11.57901263, -3.11598967])"
555,SEX-SPECIFIC CELLS,MUSCLES,gecR,"array([11.3224983 , -4.61465412])"
556,SEX-SPECIFIC CELLS,MUSCLES,grtL,"array([11.26436745, -5.42587728])"
557,SEX-SPECIFIC CELLS,MUSCLES,grtR,"array([11.7270491 , -5.80305237])"
558,SEX-SPECIFIC CELLS,MUSCLES,cdlL,"array([11.25684893, -3.35226851])"
559,SEX-SPECIFIC CELLS,MUSCLES,cdlR,"array([12.20378475, -5.25585198])"
560,SEX-SPECIFIC CELLS,MUSCLES,ailL,"array([11.84257021, -3.80003035])"
561,SEX-SPECIFIC CELLS,MUSCLES,ailR,"array([11.15083702, -4.23812611])"
562,SEX-SPECIFIC CELLS,MUSCLES,pilL,"array([12.29523089, -3.56331466])"
563,SEX-SPECIFIC CELLS,MUSCLES,pilR,"array([12.17163519, -4.42110467])"
564,SEX-SPECIFIC CELLS,MUSCLES,polL,"array([11.77999384, -3.25993894])"
565,SEX-SPECIFIC CELLS,MUSCLES,polR,"array([11.81962731, -4.80964881])"
566,SEX-SPECIFIC CELLS,MUSCLES,dspL,"array([10.51532185, -4.15064401])"
567,SEX-SPECIFIC CELLS,MUSCLES,dspR,"array([11.77632643, -4.15504118])"
568,SEX-SPECIFIC CELLS,MUSCLES,vspL,"array([11.50786842, -3.75238228])"
569,SEX-SPECIFIC CELLS,MUSCLES,vspR,"array([12.55223255, -4.18151279])"
570,SEX-SPECIFIC CELLS,MUSCLES,dsrL,"array([10.53102315, -2.38832739])"
571,SEX-SPECIFIC CELLS,MUSCLES,dsrR,"array([11.53286085, -1.8333231 ])"
572,SEX-SPECIFIC CELLS,MUSCLES,vsrL,"array([10.30126335, -2.44281919])"
573,SEX-SPECIFIC CELLS,MUSCLES,vsrR,"array([11.22930972, -1.71514282])"
574,SEX-SPECIFIC CELLS,OTHER,gonad,"array([15.3059241 ,  1.14973308])"
575,SEX-SPECIFIC CELLS,OTHER,R1shL,"array([ 7.47469394, -3.35880738])"
576,SEX-SPECIFIC CELLS,OTHER,R1shR,"array([ 8.62832845, -5.61187482])"
577,SEX-SPECIFIC CELLS,OTHER,R2shL,"array([ 8.84973452, -3.4820836 ])"
578,SEX-SPECIFIC CELLS,OTHER,R2shR,"array([ 9.30316566, -6.03353935])"
579,SEX-SPECIFIC CELLS,OTHER,R3shL,"array([ 8.57860523, -2.60212198])"
580,SEX-SPECIFIC CELLS,OTHER,R3shR,"array([ 8.87427784, -5.57526212])"
581,SEX-SPECIFIC CELLS,OTHER,R4shL,"array([ 7.7232722 , -3.25199131])"
582,SEX-SPECIFIC CELLS,OTHER,R5shL,"array([ 8.19714766, -3.07172657])"
583,SEX-SPECIFIC CELLS,OTHER,R5shR,"array([ 7.07978682, -3.71543948])"
584,SEX-SPECIFIC CELLS,OTHER,R7shR,"array([ 7.19269883, -3.40658583])"
585,SEX-SPECIFIC CELLS,OTHER,R8shR,"array([ 0.88349087, -4.19108658])"
