0.01 0.0707107
0.010975 0.0706737
0.012045 0.0706331
0.0132194 0.0705886
0.0145083 0.0705398
0.0159228 0.0704863
0.0174753 0.0704276
0.0191791 0.0703633
0.021049 0.0702928
0.0231013 0.0702155
0.0253536 0.0701308
0.0278256 0.0700379
0.0305386 0.0699362
0.033516 0.0698247
0.0367838 0.0697026
0.0403702 0.0695689
0.0443062 0.0694225
0.048626 0.0692622
0.053367 0.0690868
0.0585702 0.0688949
0.0642807 0.068685
0.070548 0.0684555
0.0774264 0.0682046
0.0849753 0.0679305
0.0932603 0.0676312
0.102353 0.0673044
0.112332 0.0669479
0.123285 0.0665591
0.135305 0.0661354
0.148497 0.065674
0.162975 0.065172
0.178865 0.0646261
0.196304 0.0640331
0.215443 0.0633895
0.236449 0.0626919
0.259502 0.0619365
0.284804 0.0611195
0.312572 0.0602374
0.343047 0.0592862
0.376494 0.0582623
0.413201 0.0571622
0.453488 0.0559826
0.497702 0.0547205
0.546228 0.0533733
0.599484 0.0519391
0.657933 0.0504164
0.722081 0.0488048
0.792483 0.0471048
0.869749 0.0453179
0.954548 0.0434471
1.04762 0.0414966
1.14976 0.0394723
1.26186 0.0373818
1.38489 0.0352342
1.51991 0.0330405
1.6681 0.0308133
1.83074 0.0285667
2.00923 0.0263163
2.20513 0.0240786
2.42013 0.021871
2.65609 0.0197113
2.91505 0.017617
3.19927 0.0156052
3.51119 0.0136918
3.85353 0.0118911
4.22924 0.0102152
4.64159 0.00867395
5.09414 0.00727428
5.59081 0.00602006
6.13591 0.00491206
6.73415 0.00394793
7.39072 0.00312238
8.11131 0.00242748
8.90215 0.00185306
9.7701 0.00138731
10.7227 0.0010173
11.7681 0.000729647
12.9155 0.000511094
14.1747 0.000349037
15.5568 0.000231945
17.0735 0.00014965
18.7382 9.35013e-05
20.5651 5.64033e-05
22.5702 3.27347e-05
24.7708 1.82049e-05
27.1859 9.65651e-06
29.8365 4.85877e-06
32.7455 2.30581e-06
35.9381 1.02544e-06
39.4421 4.24182e-07
43.2876 1.61814e-07
47.5081 5.62421e-08
52.1401 1.7646e-08
57.2237 5.07445e-09
62.8029 1.13883e-09
68.9261 6.45923e-10
75.6463 5.57105e-10
83.0218 4.70475e-10
91.1163 4.3456e-10
100 4.20296e-10
